CASEID,SNRLGSVC,SNRLGIMP,SNRLDCSN,SNRLFRND
52621,99,99,99,99
52622,52+,99,Disagree,Disagree
52623,99,99,99,99
52624,3-5,Agree,Strongly Disagree,Strongly Disagree
52625,0,Disagree,Disagree,Strongly Disagree
52626,1-2,Agree,Agree,Disagree
52627,25-52,Strongly Agree,Agree,Agree
52628,52+,Strongly Agree,Strongly Agree,Strongly Agree
52629,0,Strongly Agree,Strongly Agree,Agree
52630,0,Agree,Agree,Disagree
52631,0,Disagree,Disagree,Strongly Disagree
52632,99,99,99,99
52633,1-2,Agree,Agree,Disagree
52634,6-24,Agree,Agree,Disagree
52635,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
52636,99,99,99,99
52637,99,99,99,99
52638,0,Disagree,Strongly Disagree,Strongly Disagree
52639,3-5,Agree,Disagree,Strongly Disagree
52640,99,99,99,99
52641,99,99,99,99
52642,52+,Strongly Agree,Strongly Agree,Disagree
52643,1-2,Strongly Disagree,Strongly Disagree,Strongly Disagree
52644,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
52645,0,Disagree,Disagree,Disagree
52646,25-52,Strongly Agree,Strongly Agree,Disagree
52647,99,99,99,99
52648,99,99,99,99
52649,52+,Strongly Agree,Strongly Agree,Strongly Agree
52650,0,Strongly Agree,Strongly Agree,Agree
52651,99,99,99,99
52652,0,Agree,Agree,Disagree
52653,99,99,99,99
52654,6-24,Strongly Agree,Agree,Strongly Disagree
52655,99,99,99,99
52656,52+,Agree,Disagree,Disagree
52657,3-5,Agree,Agree,Disagree
52658,6-24,Agree,Disagree,Strongly Disagree
52659,99,99,99,99
52660,99,99,99,99
52661,6-24,Strongly Agree,Agree,Disagree
52662,52+,Strongly Agree,Strongly Agree,Agree
52663,99,99,99,99
52664,0,Strongly Agree,99,Strongly Agree
52665,3-5,Strongly Disagree,Strongly Disagree,Disagree
52666,6-24,Agree,Agree,Disagree
52667,3-5,Disagree,Agree,Disagree
52668,0,Agree,Agree,Disagree
52669,1-2,Disagree,Agree,Strongly Disagree
52670,6-24,Agree,Agree,Disagree
52671,0,Agree,Agree,Agree
52672,99,99,99,99
52673,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
52674,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
52675,0,Disagree,Disagree,Disagree
52676,99,99,99,99
52677,99,99,99,99
52678,0,Agree,Agree,Strongly Disagree
52679,3-5,Agree,Agree,Agree
52680,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
52681,0,Disagree,Disagree,Disagree
52682,6-24,Agree,Disagree,Disagree
52683,99,99,99,99
52684,1-2,Agree,Agree,Strongly Disagree
52685,0,Disagree,Disagree,Disagree
52686,99,99,99,99
52687,0,Agree,Agree,Disagree
52688,1-2,Agree,Agree,Disagree
52689,99,99,99,99
52690,0,Disagree,Disagree,Strongly Disagree
52691,6-24,Strongly Agree,Agree,Disagree
52692,6-24,Agree,Agree,Disagree
52693,25-52,Strongly Agree,Strongly Agree,Agree
52694,25-52,Agree,Agree,Disagree
52695,0,Agree,Disagree,Strongly Disagree
52696,1-2,Agree,Disagree,Disagree
52697,25-52,Agree,Agree,Strongly Disagree
52698,99,99,99,99
52699,6-24,Disagree,Disagree,Disagree
52700,6-24,Agree,Agree,Strongly Disagree
52701,6-24,Strongly Agree,Strongly Agree,Strongly Agree
52702,0,Disagree,Strongly Disagree,Strongly Disagree
52703,99,99,99,99
52704,25-52,Strongly Agree,Strongly Agree,Disagree
52705,0,Strongly Agree,Strongly Agree,Strongly Disagree
52706,99,99,99,99
52707,99,99,99,99
52708,52+,Agree,Agree,Disagree
52709,0,Strongly Disagree,Strongly Disagree,Strongly Agree
52710,25-52,Strongly Agree,Strongly Agree,Agree
52711,99,99,99,99
52712,0,Disagree,Strongly Disagree,Strongly Disagree
52713,6-24,Strongly Agree,Agree,Disagree
52714,99,99,99,99
52715,99,99,99,99
52716,3-5,Agree,Agree,Disagree
52717,0,Agree,Agree,Agree
52718,0,Disagree,Agree,Strongly Disagree
52719,3-5,Agree,Agree,Strongly Disagree
52720,3-5,Strongly Agree,Strongly Agree,Strongly Agree
52721,0,Strongly Disagree,Strongly Agree,Strongly Agree
52722,1-2,Agree,Strongly Agree,Strongly Disagree
52723,1-2,Strongly Agree,Agree,Disagree
52724,0,Disagree,Strongly Disagree,Strongly Disagree
52725,99,99,99,99
52726,99,99,99,99
52727,0,Disagree,Agree,Disagree
52728,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
52729,3-5,Agree,Agree,Disagree
52730,3-5,Agree,Disagree,Disagree
52731,52+,Strongly Agree,Strongly Agree,Agree
52732,3-5,Agree,Agree,Disagree
52733,99,99,99,99
52734,0,Agree,Agree,Disagree
52735,0,Agree,Agree,Agree
52736,99,99,99,99
52737,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
52738,25-52,Strongly Agree,Strongly Agree,Strongly Disagree
52739,99,99,99,99
52740,25-52,Strongly Disagree,Strongly Disagree,Disagree
52741,0,Disagree,Disagree,Strongly Disagree
52742,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
52743,6-24,Agree,Agree,Disagree
52744,52+,Strongly Agree,Strongly Agree,Disagree
52745,0,Agree,Disagree,Disagree
52746,99,99,99,99
52747,99,99,99,99
52748,99,99,99,99
52749,0,Disagree,Disagree,Strongly Disagree
52750,0,Agree,Disagree,Strongly Disagree
52751,99,99,99,99
52752,6-24,Agree,Agree,Agree
52753,6-24,Agree,Agree,Agree
52754,3-5,Agree,Agree,Strongly Disagree
52755,3-5,Agree,Agree,Strongly Disagree
52756,0,Strongly Agree,Agree,Agree
52757,1-2,Disagree,Disagree,Disagree
52758,99,99,99,99
52759,0,Strongly Agree,Strongly Agree,Strongly Disagree
52760,0,Agree,Disagree,Strongly Disagree
52761,0,Agree,Disagree,Disagree
52762,99,99,99,99
52763,0,Disagree,Disagree,Disagree
52764,0,Agree,Agree,Disagree
52765,0,Agree,Agree,Disagree
52766,99,99,99,99
52767,6-24,Agree,Agree,Disagree
52768,52+,Agree,Agree,Strongly Disagree
52769,99,99,99,99
52770,52+,Strongly Agree,Strongly Agree,Strongly Agree
52771,0,Disagree,Agree,Disagree
52772,99,99,99,99
52773,99,99,99,99
52774,25-52,Strongly Disagree,Strongly Disagree,Strongly Disagree
52775,0,Agree,Agree,Strongly Disagree
52776,25-52,Strongly Agree,Strongly Agree,Strongly Disagree
52777,0,Agree,Agree,Agree
52778,6-24,Strongly Agree,Strongly Agree,Disagree
52779,99,99,99,99
52780,99,99,99,99
52781,99,99,99,99
52782,99,99,99,99
52783,0,Strongly Disagree,Disagree,Strongly Disagree
52784,52+,Agree,Agree,Strongly Disagree
52785,6-24,Agree,Agree,99
52786,6-24,Agree,Agree,Agree
52787,25-52,Strongly Agree,Agree,Disagree
52788,0,Agree,Strongly Agree,Disagree
52789,3-5,Agree,Agree,Disagree
52790,6-24,Strongly Agree,Agree,Agree
52791,1-2,Strongly Disagree,Strongly Disagree,Agree
52792,99,99,99,99
52793,3-5,Agree,Agree,Agree
52794,0,Agree,Disagree,Disagree
52795,1-2,Strongly Agree,Strongly Agree,Strongly Agree
52796,25-52,Strongly Agree,Strongly Agree,Agree
52797,99,99,99,99
52798,6-24,Strongly Disagree,Strongly Disagree,Disagree
52799,99,99,99,99
52800,3-5,Agree,Agree,Strongly Disagree
52801,0,99,Agree,Disagree
52802,3-5,Agree,Agree,Strongly Disagree
52803,1-2,Agree,Agree,Agree
52804,99,99,99,99
52805,0,Disagree,Disagree,Disagree
52806,0,Disagree,Disagree,Disagree
52807,0,Agree,99,Strongly Disagree
52808,0,Disagree,Disagree,Disagree
52809,99,99,99,99
52810,99,99,99,99
52811,99,99,99,99
52812,25-52,Agree,Strongly Agree,Strongly Disagree
52813,99,99,99,99
52814,6-24,Agree,Strongly Agree,Disagree
52815,0,Strongly Agree,Disagree,Strongly Disagree
52816,0,Agree,Agree,Agree
52817,0,Disagree,Disagree,Disagree
52818,6-24,Disagree,Disagree,Disagree
52819,1-2,Agree,Agree,Disagree
52820,0,Disagree,Disagree,Disagree
52821,99,99,99,99
52822,99,99,99,99
52823,99,99,99,99
52824,52+,Strongly Agree,Strongly Agree,Agree
52825,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
52826,25-52,Strongly Agree,Strongly Agree,Agree
52827,99,99,99,99
52828,25-52,Strongly Agree,Strongly Agree,Agree
52829,0,Disagree,Strongly Disagree,Strongly Disagree
52830,52+,Strongly Agree,Strongly Agree,Strongly Agree
52831,1-2,Agree,Agree,Agree
52832,1-2,Disagree,Strongly Disagree,Strongly Disagree
52833,25-52,Agree,Agree,Strongly Disagree
52834,1-2,Disagree,Disagree,Strongly Disagree
52835,99,99,99,99
52836,1-2,Strongly Disagree,Strongly Disagree,Strongly Disagree
52837,99,99,99,99
52838,0,Strongly Agree,Strongly Agree,Disagree
52839,25-52,Strongly Agree,Agree,Disagree
52840,99,99,99,99
52841,99,99,99,99
52842,99,99,99,99
52843,52+,Strongly Disagree,Strongly Agree,Strongly Disagree
52844,99,99,99,99
52845,0,Agree,Agree,Disagree
52846,0,Agree,Agree,Strongly Disagree
52847,25-52,Strongly Agree,Strongly Agree,Agree
52848,99,99,99,99
52849,99,99,99,99
52850,99,99,99,99
52851,99,99,99,99
52852,99,99,99,99
52853,52+,Strongly Agree,Strongly Agree,Strongly Agree
52854,99,99,99,99
52855,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
52856,1-2,Agree,Agree,Disagree
52857,0,Strongly Agree,Strongly Agree,Disagree
52858,1-2,Disagree,Disagree,Strongly Disagree
52859,3-5,Strongly Disagree,Strongly Disagree,Strongly Disagree
52860,25-52,Strongly Agree,Strongly Agree,Agree
52861,52+,Agree,Agree,Disagree
52862,0,Agree,Disagree,Disagree
52863,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
52864,0,Agree,Strongly Disagree,Strongly Disagree
52865,0,Strongly Disagree,Strongly Disagree,Disagree
52866,0,Agree,Disagree,Disagree
52867,99,99,99,99
52868,0,Agree,Disagree,Disagree
52869,25-52,Strongly Agree,Strongly Agree,Agree
52870,99,99,99,99
52871,99,99,99,99
52872,99,99,99,99
52873,0,Disagree,Disagree,Strongly Disagree
52874,99,99,99,99
52875,99,99,99,99
52876,25-52,Agree,Agree,Disagree
52877,99,99,99,99
52878,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
52879,99,99,99,99
52880,0,Agree,Agree,Strongly Disagree
52881,25-52,Strongly Agree,Strongly Agree,Agree
52882,0,Agree,Agree,Strongly Disagree
52883,99,99,99,99
52884,99,99,99,99
52885,0,Agree,Agree,Disagree
52886,99,99,99,99
52887,0,Disagree,Disagree,Disagree
52888,0,Agree,Strongly Disagree,Strongly Disagree
52889,99,99,99,99
52890,99,99,99,99
52891,99,99,99,99
52892,25-52,Strongly Disagree,Strongly Agree,Agree
52893,99,99,99,99
52894,1-2,Agree,Agree,Agree
52895,99,99,99,99
52896,99,99,99,99
52897,6-24,Agree,Agree,Disagree
52898,25-52,Strongly Agree,Strongly Agree,Agree
52899,6-24,Agree,Agree,Disagree
52900,0,Agree,Agree,Strongly Disagree
52901,0,Agree,Agree,Agree
52902,25-52,Strongly Disagree,Strongly Agree,Agree
52903,0,Disagree,Disagree,Disagree
52904,6-24,Agree,Strongly Agree,Disagree
52905,0,Strongly Disagree,Agree,Disagree
52906,0,Strongly Agree,Strongly Agree,Strongly Agree
52907,99,99,99,99
52908,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
52909,99,99,99,99
52910,0,Strongly Agree,Disagree,Disagree
52911,52+,Strongly Agree,Strongly Agree,Strongly Disagree
52912,0,Agree,Agree,Disagree
52913,1-2,Strongly Agree,Strongly Agree,Strongly Disagree
52914,0,Disagree,Disagree,Disagree
52915,99,99,99,99
52916,6-24,Strongly Agree,Strongly Agree,Agree
52917,6-24,Agree,Agree,Disagree
52918,99,99,99,99
52919,99,99,99,99
52920,6-24,Strongly Agree,Strongly Agree,Disagree
52921,99,99,99,99
52922,0,Disagree,Disagree,Disagree
52923,0,Disagree,Disagree,Strongly Disagree
52924,25-52,Strongly Agree,Strongly Agree,Strongly Disagree
52925,52+,Strongly Agree,Strongly Agree,Agree
52926,3-5,Strongly Disagree,Strongly Disagree,Strongly Disagree
52927,0,Strongly Agree,Agree,Disagree
52928,0,Strongly Disagree,99,Disagree
52929,52+,Strongly Agree,Strongly Agree,Strongly Agree
52930,6-24,Strongly Agree,Agree,Disagree
52931,99,99,99,99
52932,6-24,Strongly Agree,Strongly Agree,Strongly Agree
52933,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
52934,99,99,99,99
52935,99,99,99,99
52936,25-52,Strongly Agree,Strongly Agree,Strongly Disagree
52937,0,Agree,Strongly Disagree,Disagree
52938,25-52,Strongly Agree,Strongly Agree,Disagree
52939,99,99,99,99
52940,99,99,99,99
52941,6-24,Strongly Agree,Strongly Agree,Disagree
52942,25-52,Strongly Agree,Strongly Agree,Strongly Agree
52943,0,Agree,Agree,Strongly Disagree
52944,3-5,Strongly Disagree,Strongly Disagree,Strongly Disagree
52945,6-24,Agree,Agree,Disagree
52946,1-2,Disagree,Agree,Strongly Disagree
52947,52+,Disagree,Disagree,Disagree
52948,6-24,Agree,Agree,Disagree
52949,99,99,99,99
52950,99,99,99,99
52951,3-5,Strongly Agree,Strongly Agree,Agree
52952,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
52953,99,99,99,99
52954,99,99,99,99
52955,6-24,Strongly Agree,Agree,Agree
52956,99,99,99,99
52957,0,Disagree,Agree,Agree
52958,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
52959,6-24,Strongly Agree,Strongly Agree,Disagree
52960,99,99,99,99
52961,0,Strongly Disagree,Strongly Agree,Agree
52962,25-52,Strongly Agree,Strongly Agree,Agree
52963,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
52964,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
52965,3-5,Agree,Agree,Strongly Agree
52966,99,99,99,99
52967,25-52,Disagree,Strongly Disagree,Strongly Disagree
52968,99,99,99,99
52969,3-5,Strongly Agree,Strongly Agree,Disagree
52970,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
52971,99,99,99,99
52972,6-24,Agree,Disagree,Strongly Disagree
52973,0,Agree,Strongly Agree,Agree
52974,0,99,99,99
52975,1-2,Agree,Agree,Disagree
52976,52+,Strongly Agree,Strongly Agree,Agree
52977,99,99,99,99
52978,99,99,99,99
52979,0,Agree,Disagree,Strongly Disagree
52980,99,99,99,99
52981,0,Strongly Agree,Strongly Agree,Strongly Disagree
52982,99,99,99,99
52983,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
52984,52+,Strongly Agree,Strongly Agree,Strongly Agree
52985,1-2,Agree,Agree,Disagree
52986,3-5,Agree,Agree,Disagree
52987,52+,Strongly Agree,Strongly Disagree,Agree
52988,25-52,Strongly Agree,Strongly Agree,Agree
52989,99,99,99,99
52990,1-2,Agree,Disagree,Disagree
52991,0,Disagree,Disagree,Disagree
52992,99,99,99,99
52993,6-24,Agree,Agree,Disagree
52994,99,99,99,99
52995,0,Disagree,Strongly Disagree,Strongly Disagree
52996,0,99,99,99
52997,0,Agree,Agree,Disagree
52998,0,Disagree,Disagree,Strongly Disagree
52999,0,Agree,Agree,Disagree
53000,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53001,99,99,99,99
53002,25-52,Strongly Agree,Strongly Agree,Agree
53003,99,99,99,99
53004,99,99,99,99
53005,99,99,99,99
53006,0,Agree,Agree,Disagree
53007,0,Strongly Agree,Strongly Agree,Strongly Agree
53008,25-52,Strongly Agree,Strongly Agree,Agree
53009,25-52,Agree,Agree,Strongly Disagree
53010,0,Agree,Agree,Strongly Disagree
53011,1-2,Strongly Disagree,Strongly Disagree,Strongly Disagree
53012,99,99,99,99
53013,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53014,1-2,Agree,Agree,Disagree
53015,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53016,25-52,Disagree,Disagree,Strongly Disagree
53017,0,Agree,Strongly Disagree,Strongly Disagree
53018,0,Agree,Agree,Agree
53019,99,99,99,99
53020,6-24,Strongly Agree,Strongly Agree,Disagree
53021,1-2,Strongly Agree,Disagree,Disagree
53022,99,99,99,99
53023,1-2,Strongly Disagree,Strongly Disagree,Strongly Disagree
53024,0,Agree,Agree,Strongly Disagree
53025,52+,Strongly Agree,Strongly Agree,Strongly Agree
53026,99,99,99,99
53027,3-5,Agree,Disagree,Disagree
53028,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53029,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53030,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53031,25-52,Agree,Agree,Disagree
53032,25-52,Agree,Agree,Strongly Disagree
53033,3-5,Agree,Disagree,Strongly Disagree
53034,99,99,99,99
53035,3-5,Strongly Agree,Agree,Disagree
53036,25-52,Agree,Strongly Agree,Disagree
53037,3-5,Strongly Agree,Strongly Agree,Strongly Disagree
53038,0,Disagree,Disagree,Disagree
53039,25-52,Strongly Agree,Strongly Agree,Strongly Disagree
53040,99,99,99,99
53041,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53042,99,99,99,99
53043,52+,Strongly Agree,Disagree,Disagree
53044,99,99,99,99
53045,3-5,Agree,Agree,Disagree
53046,99,99,99,99
53047,99,99,99,99
53048,99,99,99,99
53049,99,99,99,99
53050,99,99,99,99
53051,99,99,99,99
53052,25-52,Strongly Agree,Strongly Agree,Agree
53053,52+,Strongly Agree,Strongly Agree,Agree
53054,99,99,99,99
53055,99,99,99,99
53056,0,Agree,Disagree,Agree
53057,6-24,Strongly Agree,Agree,Agree
53058,0,Strongly Agree,Strongly Agree,Strongly Agree
53059,99,99,99,99
53060,25-52,Strongly Agree,Strongly Agree,Disagree
53061,0,Agree,Agree,Agree
53062,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53063,0,Agree,Agree,Disagree
53064,6-24,Agree,Agree,Agree
53065,6-24,Agree,Agree,Agree
53066,25-52,Agree,Agree,Disagree
53067,0,Disagree,Agree,Agree
53068,6-24,Agree,Agree,Disagree
53069,99,99,99,99
53070,6-24,Strongly Agree,Strongly Agree,Disagree
53071,99,99,99,99
53072,25-52,Strongly Agree,Strongly Agree,Agree
53073,99,99,99,99
53074,25-52,Agree,Disagree,Strongly Agree
53075,3-5,Disagree,Disagree,Disagree
53076,3-5,Agree,Agree,Disagree
53077,25-52,Strongly Disagree,Strongly Agree,Disagree
53078,3-5,Agree,Agree,Disagree
53079,0,Agree,Agree,Strongly Disagree
53080,0,Strongly Disagree,Strongly Disagree,Agree
53081,52+,Strongly Agree,Strongly Agree,Strongly Agree
53082,99,99,99,99
53083,0,Agree,Disagree,Disagree
53084,99,99,99,99
53085,52+,Strongly Agree,Strongly Agree,Agree
53086,99,99,99,99
53087,25-52,Strongly Agree,Strongly Agree,Strongly Agree
53088,0,Strongly Agree,Strongly Agree,Strongly Disagree
53089,0,Agree,Disagree,Strongly Disagree
53090,99,99,99,99
53091,99,99,99,99
53092,1-2,Strongly Agree,Agree,Agree
53093,99,99,99,99
53094,99,99,99,99
53095,99,99,99,99
53096,99,99,99,99
53097,25-52,Strongly Disagree,Disagree,Strongly Disagree
53098,0,Strongly Disagree,Strongly Disagree,Disagree
53099,0,Agree,Disagree,Disagree
53100,0,Agree,Strongly Agree,Strongly Disagree
53101,99,99,99,99
53102,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53103,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53104,0,Disagree,Agree,Strongly Disagree
53105,0,Disagree,Disagree,Disagree
53106,99,99,99,99
53107,99,99,99,99
53108,3-5,Agree,Agree,Strongly Disagree
53109,6-24,Agree,Strongly Agree,Disagree
53110,3-5,Agree,Agree,Strongly Disagree
53111,99,99,99,99
53112,0,Disagree,Agree,Disagree
53113,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53114,0,Agree,Disagree,Disagree
53115,99,99,99,99
53116,3-5,Agree,Disagree,Strongly Disagree
53117,99,99,99,99
53118,99,99,99,99
53119,1-2,Agree,Agree,Disagree
53120,99,99,99,99
53121,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53122,99,99,99,99
53123,6-24,Agree,Disagree,Disagree
53124,1-2,Disagree,Disagree,Disagree
53125,0,Agree,Agree,Disagree
53126,99,99,99,99
53127,0,Disagree,Disagree,Strongly Disagree
53128,6-24,Strongly Agree,Strongly Agree,Agree
53129,99,99,99,99
53130,99,99,99,99
53131,0,Disagree,Agree,Strongly Agree
53132,6-24,Strongly Agree,Strongly Agree,Agree
53133,99,99,99,99
53134,0,Disagree,Strongly Disagree,Strongly Disagree
53135,0,Agree,Disagree,Disagree
53136,52+,Agree,Agree,Disagree
53137,6-24,Strongly Agree,Strongly Agree,Agree
53138,6-24,Strongly Agree,Strongly Agree,Disagree
53139,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53140,99,99,99,99
53141,6-24,Strongly Agree,Agree,Strongly Agree
53142,0,Agree,Agree,Strongly Disagree
53143,99,99,99,99
53144,6-24,Strongly Agree,Strongly Agree,Strongly Agree
53145,3-5,Agree,Agree,Disagree
53146,0,Strongly Agree,Strongly Agree,Strongly Disagree
53147,52+,Strongly Agree,Strongly Agree,Strongly Agree
53148,99,99,99,99
53149,52+,Strongly Agree,Strongly Agree,Strongly Disagree
53150,99,99,99,99
53151,99,99,99,99
53152,99,99,99,99
53153,6-24,Agree,Agree,Agree
53154,1-2,Disagree,Disagree,Disagree
53155,0,Disagree,Disagree,Disagree
53156,99,99,99,99
53157,1-2,Agree,Agree,Strongly Disagree
53158,25-52,Strongly Agree,Strongly Agree,Agree
53159,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53160,99,99,99,99
53161,0,Strongly Agree,Agree,Agree
53162,25-52,Strongly Agree,Strongly Agree,Agree
53163,0,Agree,99,Disagree
53164,0,Agree,Disagree,Agree
53165,0,Disagree,Disagree,Disagree
53166,99,99,99,99
53167,52+,Strongly Agree,Strongly Agree,Strongly Agree
53168,99,99,99,99
53169,99,99,99,99
53170,1-2,Agree,99,Disagree
53171,99,99,99,99
53172,0,Disagree,Strongly Disagree,Strongly Disagree
53173,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53174,3-5,Agree,Agree,Disagree
53175,6-24,Agree,Agree,Agree
53176,99,99,99,99
53177,6-24,Disagree,Disagree,Disagree
53178,3-5,Agree,Disagree,Strongly Disagree
53179,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53180,99,99,99,99
53181,52+,Strongly Agree,Strongly Agree,Agree
53182,1-2,Strongly Disagree,Agree,Agree
53183,99,99,99,99
53184,52+,Strongly Agree,Strongly Agree,Agree
53185,99,99,99,99
53186,6-24,Strongly Agree,Strongly Agree,Strongly Agree
53187,1-2,Strongly Disagree,Disagree,Strongly Disagree
53188,25-52,Strongly Agree,Strongly Agree,Agree
53189,6-24,Strongly Agree,Strongly Disagree,Strongly Disagree
53190,99,99,99,99
53191,52+,Strongly Agree,Strongly Agree,Disagree
53192,0,Agree,Agree,Disagree
53193,0,Agree,Agree,Disagree
53194,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53195,1-2,Disagree,Disagree,Disagree
53196,0,Strongly Agree,Strongly Agree,Strongly Agree
53197,1-2,Disagree,Disagree,Disagree
53198,52+,Strongly Agree,Strongly Agree,Strongly Agree
53199,99,99,99,99
53200,6-24,Agree,Agree,Strongly Disagree
53201,99,99,99,99
53202,99,99,99,99
53203,0,Agree,Agree,Disagree
53204,99,99,99,99
53205,6-24,Strongly Disagree,Strongly Disagree,Disagree
53206,99,99,99,99
53207,99,99,99,99
53208,0,Agree,Strongly Disagree,Strongly Disagree
53209,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53210,52+,Strongly Agree,Agree,Disagree
53211,99,99,99,99
53212,1-2,Strongly Agree,Strongly Agree,Strongly Agree
53213,99,99,99,99
53214,99,99,99,99
53215,0,Disagree,Disagree,Disagree
53216,6-24,Strongly Agree,Agree,Strongly Disagree
53217,6-24,Agree,Agree,Disagree
53218,1-2,Agree,Agree,Strongly Disagree
53219,99,99,99,99
53220,0,Agree,Disagree,Disagree
53221,1-2,Agree,Agree,Disagree
53222,99,99,99,99
53223,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53224,25-52,Agree,Disagree,Disagree
53225,0,Agree,Disagree,Strongly Disagree
53226,1-2,Agree,Agree,Disagree
53227,6-24,Strongly Agree,Agree,Agree
53228,1-2,Strongly Disagree,Strongly Disagree,Strongly Disagree
53229,0,Strongly Disagree,Strongly Disagree,Disagree
53230,25-52,Strongly Agree,Strongly Agree,Agree
53231,0,Disagree,Disagree,Strongly Disagree
53232,99,99,99,99
53233,0,Agree,Agree,Agree
53234,0,Disagree,Disagree,Disagree
53235,99,99,99,99
53236,25-52,Strongly Agree,Strongly Agree,Strongly Agree
53237,0,Agree,Agree,Disagree
53238,52+,Strongly Disagree,Strongly Disagree,Strongly Agree
53239,1-2,Strongly Agree,Strongly Agree,Disagree
53240,99,99,99,99
53241,99,99,99,99
53242,25-52,Strongly Agree,Strongly Agree,Disagree
53243,99,99,99,99
53244,99,99,99,99
53245,99,99,99,99
53246,0,Disagree,Disagree,Strongly Disagree
53247,0,Agree,Agree,Strongly Disagree
53248,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53249,6-24,Strongly Agree,Strongly Agree,Disagree
53250,0,Agree,Disagree,Disagree
53251,99,99,99,99
53252,0,Strongly Agree,Strongly Agree,Strongly Disagree
53253,99,99,99,99
53254,99,99,99,99
53255,99,99,99,99
53256,99,99,99,99
53257,99,99,99,99
53258,0,Agree,Disagree,Disagree
53259,99,99,99,99
53260,0,Agree,Agree,Strongly Disagree
53261,99,99,99,99
53262,25-52,Strongly Agree,Agree,Strongly Agree
53263,0,Disagree,Disagree,Strongly Disagree
53264,0,Disagree,Strongly Disagree,Strongly Disagree
53265,0,Agree,Agree,Disagree
53266,0,Agree,Agree,Disagree
53267,3-5,Strongly Agree,Agree,Agree
53268,0,Strongly Agree,Agree,Disagree
53269,99,99,99,99
53270,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53271,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53272,0,Strongly Agree,Strongly Agree,Disagree
53273,25-52,Strongly Agree,Strongly Agree,Agree
53274,3-5,Agree,Agree,Strongly Disagree
53275,99,99,99,99
53276,99,99,99,99
53277,52+,Strongly Agree,Strongly Agree,Agree
53278,0,Disagree,Disagree,Strongly Disagree
53279,99,99,99,99
53280,0,Agree,Agree,Agree
53281,99,99,99,99
53282,99,99,99,99
53283,0,Agree,Strongly Disagree,Strongly Disagree
53284,99,99,99,99
53285,99,99,99,99
53286,99,99,99,99
53287,0,Strongly Agree,Strongly Agree,Strongly Agree
53288,3-5,Strongly Agree,Agree,Strongly Disagree
53289,3-5,99,99,Disagree
53290,99,99,99,99
53291,0,Strongly Agree,Agree,Agree
53292,99,99,99,99
53293,25-52,Strongly Disagree,Disagree,Disagree
53294,0,Agree,Agree,Disagree
53295,52+,Strongly Agree,Strongly Agree,99
53296,0,Agree,Agree,Disagree
53297,6-24,Strongly Agree,Strongly Agree,Disagree
53298,3-5,Agree,Strongly Disagree,Strongly Disagree
53299,0,Agree,Agree,99
53300,99,99,99,99
53301,1-2,Disagree,Disagree,Strongly Disagree
53302,3-5,Disagree,Strongly Disagree,Strongly Disagree
53303,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
53304,25-52,Disagree,Agree,Disagree
53305,0,Agree,Strongly Agree,Strongly Disagree
53306,99,99,99,99
53307,99,99,99,99
